addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,building,building:levels,name,shop,website,wikidata,alt_name,branch,brand,brand:wikidata,opening_hours,phone,ref,source,addr:country,operator,payment:app:walmart,payment:apple_pay,payment:google_pay,payment:samsung_pay,ref:walmart,sensory_friendly:accommodation,sensory_friendly:conditional,toilets,addr:housename,designation,disused:shop,short_name,amenity,cuisine,drive_through,takeaway,membership,payment:cash,payment:debit_cards,payment:visa,building:levels:underground,roof:levels,addr:unit,wheelchair,contact:website,check_date,delivery,dispensing,healthcare,indoor_seating,outdoor_seating,note,check_date:opening_hours,leisure,sport,surface,landuse,building:use,fuel:diesel,fuel:gasoline,second_hand,service:vehicle:new_car_sales,service:vehicle:used_car_sales,healthcare:speciality,payment:credit_cards,official_name,addr:county,beauty,payment:american_express,payment:contactless,payment:discover_card,payment:mastercard,opening_hours:drive_through,tourism,clothes,drive_in,air_conditioning,check_date:currency:XBT,currency:XBT,payment:lightning,payment:onchain,roof:shape,building:units,layer,level,atm,brand:website,addr:full,check_date:opening_hours:drive_through,internet_access,recycling_type,start_date,height,fuel:octane_95,company,industrial,man_made,product,emergency,type,Building_Sq_Ft,one_mile_buffer,cluster_id,latitude,longitude
,,,,,retail,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42336.47540184735,"POLYGON ((-97.09272285532691 32.68082386159192, -97.09282801433217 32.67940236314116, -97.09309740892517 32.677996426225576, -97.0935284371811 32.67661958973477, -97.09411694118683 32.675285111708675, -97.09485724734789 32.67400584171881, -97.09574222125805 32.67279409720365, -97.09676333659381 32.67166154494619, -97.09791075736352 32.67061908883072, -97.09917343271364 32.66967676495611, -97.10053920337596 32.668843645110314, -97.10199491873016 32.6681277495312, -97.10352656335535 32.66753596978868, -97.10511939185585 32.667074002526505, -97.10675807066846 32.666746294697106, -97.10842682549304 32.66655600081382, -97.11010959293606 32.66650495262824, -97.11179017491673 32.66659364152357, -97.1134523943606 32.666821213791536, -97.11508025069189 32.66718547883793, -97.11665807363968 32.66768293023905, -97.11817067388694 32.66830877944705, -97.1196034891223 32.66905700182252, -97.12094272409645 32.66992039455392, -97.12217548334175 32.67089064591019, -97.12328989528187 32.671958415163694, -97.12427522653971 32.67311342241899, -97.12512198534317 32.674344547486626, -97.12582201303175 32.675639936855305, -97.12636856277915 32.67698711773617, -97.12675636476754 32.67837311808601, -97.12698167717873 32.67978459145637, -97.12704232250155 32.681207945469815, -97.12693770879574 32.68262947268812, -97.1266688356958 32.68403548261299, -97.12623828508588 32.685412433549196, -97.12565019652347 32.68674706305867, -97.12491022763776 32.68802651574849, -97.12402549987368 32.68923846715909, -97.12300453009549 32.69037124255667, -97.1218571487011 32.69141392948176, -97.12059440503094 32.692356482965614, -97.11922846097868 32.69318982239648, -97.1177724738279 32.69390591909798, -97.1162404694445 32.69449787377122, -97.11464720704949 32.69495998304992, -97.11300803688034 32.69528779452401, -97.1113387521198 32.69547814969726, -97.10965543652655 32.69552921446259, -97.1079743092464 32.695440496799705, -97.10631156830945 32.69521285152247, -97.10468323433211 32.69484847203068, -97.10310499594102 32.69435086914619, -97.10159205841843 32.69372483723821, -97.100158997037 32.69297640796728, -97.0988196165053 32.69211279209578, -97.0975868178847 32.69114230992989, -97.09647247426466 32.69007431106714, -97.09548731639678 32.688919084226775, -97.09464082938993 32.68768775803674, -97.09394116145954 32.68639219373736, -97.09339504560664 32.685044870839974, -97.09300773497476 32.68365876684541, -97.09278295249952 32.68224723218514, -97.09272285532691 32.68082386159192))",1,32.681017089299,-97.10988255182257
,,,,,retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44248.25518852244,"POLYGON ((-97.09004122847877 32.67973171889748, -97.09014642909544 32.67831022264428, -97.09041586281003 32.67690429147323, -97.0908469273213 32.675527464218355, -97.09143546436724 32.674192998830534, -97.09217580003566 32.672913744759384, -97.09306079963658 32.671702019289924, -97.09408193659957 32.67056948902158, -97.09522937472508 32.669527057626794, -97.09649206299285 32.6685847609663, -97.09785784201068 32.66775167056591, -97.0993135610781 32.66703580637994, -97.10084520473868 32.66644405967599, -97.10243802760624 32.66598212677967, -97.10407669617189 32.6656544543126, -97.1057454362342 32.66546419644763, -97.1074281845417 32.66541318458963, -97.10910874319781 32.665501909772225, -97.11077093535235 32.6657295179377, -97.11239876069213 32.666093818146386, -97.11397654924426 32.666591303636146, -97.11548911202256 32.66721718553097, -97.11692188707612 32.667965438876806, -97.11826107954212 32.668828860564, -97.11949379436183 32.6697991385827, -97.1206081603864 32.67086693194864, -97.12159344468049 32.672021960534096, -97.122440155924 32.6732531039443, -97.1231401359142 32.67454850849117, -97.12368663828397 32.675895701239675, -97.12407439367163 32.6772817100322, -97.12429966070779 32.67869318833885, -97.1243602623184 32.68011654373452, -97.12425560698426 32.681538068767466, -97.12398669474106 32.682944072960325, -97.12355610785022 32.68432101467282, -97.12296798621902 32.68565563155558, -97.1222279877955 32.68693506833712, -97.12134323430952 32.68814700071091, -97.12032224287347 32.68927975412641, -97.11917484409433 32.69032241633565, -97.11791208748033 32.69126494260788, -97.11654613505019 32.692098252593425, -97.11509014416852 32.692814317899476, -97.11355814073737 32.69340623952942, -97.11196488396874 32.69386831443541, -97.11032572404608 32.69419609053843, -97.10865645405339 32.694386409683, -97.10697315760707 32.69443743810923, -97.1052920536684 32.69434868414692, -97.10362934004246 32.69412100295964, -97.10200103708226 32.69375658829332, -97.1004228331154 32.693258951308614, -97.09890993309217 32.692632886703436, -97.0974769119237 32.69188442645324, -97.09613757393079 32.69102078161892, -97.09490481976474 32.690050272785754, -97.09379052208641 32.688982249808085, -97.09280541120465 32.68782700163745, -97.09195897177544 32.686595657107205, -97.0912593515558 32.685300077634295, -97.09071328308711 32.68395274287612, -97.09032601905643 32.68256663044766, -97.0901012819506 32.68115509086142, -97.09004122847877 32.67973171889748))",1,32.679925317292785,-97.10720070824453
Arlington,4000,76018,TX,Arlington Highlands Blvd.,retail,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43975.497761603045,"POLYGON ((-97.0927431560098 32.67971825214205, -97.09284831338168 32.67829675360018, -97.0931177043012 32.67689081656809, -97.09354872687915 32.67551397993657, -97.09413722325719 32.6741795017468, -97.09487751991452 32.67290023157187, -97.0957624825365 32.67168848685208, -97.0967835849085 32.67055593437216, -97.0979309911637 32.66951347801864, -97.09919365058835 32.668571153892536, -97.10055940406762 32.66773803378424, -97.1020151011466 32.66702213793401, -97.10354672658029 32.6664303579144, -97.10513953515773 32.665968390371724, -97.1067781935074 32.66564068226113, -97.10844692752606 32.66545038809854, -97.11012967402034 32.66539933963831, -97.11181023511108 32.6654880282663, -97.11347243392473 32.66571560027671, -97.11510027008403 32.66607986507793, -97.11667807351218 32.666577316248606, -97.11819065507996 32.66720316524315, -97.11962345265579 32.66795138742427, -97.12096267116036 32.66881477998233, -97.12219541528457 32.669785031188, -97.1233098135977 32.67085280031514, -97.12429513285392 32.67200780746962, -97.12514188139676 32.67323893246298, -97.1258419006647 32.67453432178469, -97.12638844391259 32.67588150264641, -97.12677624138539 32.67726750300516, -97.12700155130854 32.678678976412385, -97.1270621961951 32.68010233049037, -97.1269575841091 32.6815238578002, -97.12668871466973 32.682929867842795, -97.12625816972603 32.684306818921655, -97.12567008878109 32.68564144859739, -97.12493012939089 32.68692090147539, -97.12404541290904 32.68813285309431, -97.1230244560912 32.68926562871822, -97.12187708921056 32.690308315885424, -97.12061436146776 32.69125086962479, -97.11924843460305 32.69208420932205, -97.11779246573445 32.692800306298246, -97.11626048055167 32.69339226125171, -97.11466723809065 32.69385437081348, -97.11302808839677 32.694182182570714, -97.1113588244554 32.69437253802436, -97.10967552982453 32.694423603064735, -97.10799442344788 32.69433488566881, -97.10633170315407 32.69410724064789, -97.1047033893605 32.69374286139934, -97.10312517049924 32.6932452587427, -97.10161225166435 32.692619227045014, -97.10017920794837 32.69187079796486, -97.09883984388969 32.69100718226277, -97.09760706039096 32.69003670024347, -97.09649273039598 32.688968701503015, -97.09550758452522 32.687813474759594, -97.09466110777201 32.68658214864023, -97.09396144825317 32.685286584384684, -97.09341533888886 32.683939261503845, -97.09302803276024 32.68255315749849, -97.09280325275978 32.68114162280019, -97.0927431560098 32.67971825214205))",1,32.67991147707755,-97.10990263900625
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42511.10954690737,"POLYGON ((-97.0915814842297 32.67971563806885, -97.09168666018438 32.67829414051028, -97.09195606947785 32.67688820599745, -97.09238711004394 32.675511373396695, -97.09297562385119 32.674176900710385, -97.09371593721107 32.67289763745856, -97.09460091564821 32.67168590101473, -97.09562203279583 32.67055335808399, -97.09676945264499 32.669510912460815, -97.09803212435119 32.668568600142926, -97.09939788868151 32.667735492806926, -97.10085359507669 32.66701961057018, -97.10238522820215 32.66642784487411, -97.103978042773 32.66596589222716, -97.1056167053601 32.665638199441084, -97.10728544181951 32.66544792088429, -97.10896818893436 32.665396888160906, -97.11064874881953 32.66548559250531, -97.11231094461307 32.66571318006042, -97.11393877596679 32.666077460084985, -97.11551657285 32.66657492601111, -97.11702914619646 32.66720078915117, -97.11846193395361 32.667949024731676, -97.11980114113653 32.66881242981397, -97.12103387254498 32.669782692548154, -97.12214825687057 32.670850472097094, -97.12313356100196 32.67200548846618, -97.1239802934282 32.67323662137831, -97.1246802957428 32.67453201724655, -97.12522682136378 32.67587920321956, -97.12561460070573 32.677265207204975, -97.12583989216863 32.678676682719356, -97.12590051844325 32.68010003736455, -97.12579588777291 32.6815215636961, -97.12552699995575 32.682927571224326, -97.12509643701786 32.68430451827687, -97.12450833863574 32.68563914245301, -97.12376836253337 32.68691858841109, -97.12288363022547 32.68813053175628, -97.12186265862027 32.68926329783241, -97.12071527813356 32.690305974269656, -97.11945253809715 32.691248516200204, -97.11808660036988 32.69208184312357, -97.11663062217454 32.69279792648374, -97.11509862929081 32.69338986711031, -97.11350538082895 32.69385196177231, -97.11186622689222 32.69417975820045, -97.11019696050691 32.694370098043386, -97.10851366525462 32.694421147341814, -97.10683256008508 32.6943324142244, -97.10516984281522 32.69410475365392, -97.1035415338333 32.69374035917757, -97.10196332152495 32.693242741761615, -97.10045041092098 32.69261669591526, -97.09901737703458 32.691868253433405, -97.09767802430927 32.69100462520573, -97.09644525353842 32.69003413165751, -97.09533093754305 32.68896612249591, -97.09434580680865 32.68781088653945, -97.0934993461826 32.68657955250387, -97.09279970362626 32.68528398170514, -97.0922536118963 32.68393665371707, -97.09186632390394 32.682550546089594, -97.09164156236692 32.68113900928907, -97.0915814842297 32.67971563806885))",1,32.679909023486516,-97.10874096422766
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34617.30288341264,"POLYGON ((-97.10739402768868 32.678820656332675, -97.1074989495961 32.67739914534222, -97.10776810596386 32.67599317649214, -97.10819889716097 32.674616288980424, -97.10878716755653 32.67328174133913, -97.10952724580471 32.6720023838109, -97.11041199969269 32.67079053467768, -97.11143290501406 32.66965786173029, -97.11258012779768 32.66861527001552, -97.11384261909457 32.6676727969381, -97.1152082214068 32.66683951572266, -97.11666378573317 32.66612344816072, -97.11819529810515 32.665531487477985, -97.11978801439884 32.66506933205998, -97.12142660213 32.66474143067052, -97.12309528787438 32.66455093968599, -97.12477800890272 32.66449969275535, -97.12645856758083 32.6645881831749, -97.1281207870585 32.664815559146845, -97.12974866676004 32.66517963196658, -97.1313265361902 32.66567689706086, -97.13283920558551 32.66630256767552, -97.13427211197018 32.66705062089055, -97.13561145921892 32.66791385552322, -97.13684435078478 32.668883961364855, -97.13795891381939 32.66995159908932, -97.13894441349271 32.671106490068055, -97.13979135641289 32.67233751523181, -97.14049158214844 32.673632822031955, -97.14103834196764 32.67497993847552, -97.14142636403119 32.67636589314067, -97.14165190440275 32.67777734001976, -97.14171278337673 32.67920068699146, -97.14160840676318 32.680622226686246, -97.14133977191338 32.682028268486626, -97.14090945841662 32.68340527039119, -97.14032160354607 32.68473996947181, -97.13958186267917 32.68601950966617, -97.13869735506341 32.68723156567251, -97.13767659544102 32.68836446175001, -97.13652941218403 32.6894072842771, -97.13526685272248 32.69034998697911, -97.13390107717377 32.69118348780701, -97.13244524119652 32.69189975652972, -97.13091336919865 32.69249189219107, -97.12932021912422 32.692954189681124, -97.12768114012748 32.69328219477643, -97.12601192451176 32.69347274711513, -97.1243286553689 32.69352401069051, -97.12264755139688 32.69343549156665, -97.12098481040127 32.693208042644436, -97.11935645299936 32.692843855431846, -97.11777816804417 32.692346438898184, -97.11626516126758 32.69172058561744, -97.11483200861073 32.69097232552932, -97.11349251566303 32.69010886776653, -97.11225958457052 32.68913853111254, -97.11114508970064 32.68807066376349, -97.11015976326382 32.686915553172305, -97.10931309199454 32.68568432684775, -97.10861322588491 32.68438884506904, -97.1080668998464 32.68304158655339, -97.10767936904844 32.68165552818243, -97.10745435854821 32.68024401994914, -97.10739402768868 32.678820656332675))",1,32.679011856754514,-97.12455336885907
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41978.6442890967,"POLYGON ((-97.10744963371737 32.67960918515298, -97.10755455566631 32.67818767416794, -97.10782371354287 32.67678170524867, -97.10825450770145 32.67540481759391, -97.10884278248243 32.67407026973708, -97.10958286649766 32.672790911922895, -97.11046762747867 32.671579062436166, -97.11148854115072 32.670446389071095, -97.1126357734622 32.66940379687855, -97.11389827537228 32.66846132326792, -97.1152638892809 32.667628041469, -97.11671946607518 32.66691197327897, -97.11825099166659 32.66632001192961, -97.11984372180402 32.665857855812924, -97.12148232386998 32.66552995369944, -97.12315102430232 32.66533946197254, -97.12483376023047 32.66528821428835, -97.12651433387684 32.66537670395044, -97.12817656824726 32.66560407916828, -97.12980446262269 32.6659681512445, -97.13138234636673 32.666465415613054, -97.13289502957818 32.667091085526636, -97.13432794914826 32.66783913807202, -97.13566730882476 32.66870237207288, -97.13690021194115 32.66967247732661, -97.13801478553776 32.670740114512654, -97.13900029468284 32.67189500500758, -97.13984724589335 32.6731260297468, -97.14054747865785 32.67442133618571, -97.14109424417683 32.67576845233483, -97.14148227055601 32.677154406775045, -97.14170781381736 32.678565853501006, -97.14176869422735 32.67998920039272, -97.14166431758203 32.681410740081496, -97.14139568123284 32.68281678194987, -97.1409653647834 32.68419378399586, -97.14037750553518 32.68552848328994, -97.1396377589077 32.68680802376779, -97.13875324420376 32.688020080124936, -97.13773247623385 32.689152976617244, -97.13658528345032 32.69019579961919, -97.13532271337492 32.691138502851565, -97.13395692622731 32.69197200426029, -97.13250107777782 32.692688273608695, -97.13096919255456 32.693280409934594, -97.12937602862907 32.69374270812178, -97.12773693528905 32.69407071394001, -97.12606770497611 32.69426126702056, -97.12438442092379 32.694312531349524, -97.12270330197376 32.694224012983724, -97.12104054607595 32.69399656481675, -97.11941217399138 32.69363237834933, -97.11783387471453 32.693134962543525, -97.11632085411537 32.69250910996626, -97.11488768826823 32.69176085055045, -97.1135481828896 32.69089739342235, -97.11231524024532 32.68992705735922, -97.11120073481405 32.688859190551455, -97.11021539890797 32.68770408044672, -97.10936871935267 32.68647285454912, -97.10866884622004 32.685177373133655, -97.10812251448912 32.68383011491407, -97.10773497938395 32.682444056769086, -97.10750996600319 32.68103254868951, -97.10744963371737 32.67960918515298))",1,32.679800377937156,-97.12460912727529
,,,,,retail,,Shoe Dept.,shoes,,,,,Shoe Dept.,Q128119319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16677.20011736665,"POLYGON ((-97.10750843469818 32.68027767953621, -97.10761335649579 32.678856168546105, -97.10788251546698 32.677450199543166, -97.10831331195556 32.67607331172689, -97.10890159027933 32.67473876363232, -97.10964167901594 32.67345940550644, -97.11052644585135 32.672247555637114, -97.11154736645437 32.67111488182231, -97.11269460670663 32.6700722891172, -97.11395711749081 32.66912981493614, -97.11532274112136 32.66829653251452, -97.11677832839183 32.66758046365549, -97.11830986511283 32.666988501597324, -97.11990260692617 32.66652634473888, -97.12154122110199 32.666198441857794, -97.12320993396158 32.66600794934496, -97.12489268251484 32.665956700863994, -97.12657326886271 32.66604518972617, -97.12823551588879 32.666272564148606, -97.12986342275231 32.66663663544168, -97.1314413186967 32.667133899046775, -97.13295401370334 32.667759568223936, -97.13438694454996 32.66850762006702, -97.1357263148758 32.669370853406406, -97.13695922791182 32.67034095804583, -97.1380738106028 32.671408594670616, -97.13905932792947 32.67256348466272, -97.1399062863299 32.67379450896235, -97.14060652522339 32.6750898150291, -97.14115329575134 32.676436930877024, -97.14154132597112 32.677822885089995, -97.14176687186762 32.67923433166469, -97.14182775368182 32.68065767848269, -97.14172337719612 32.68207921817596, -97.14145473976032 32.68348526012703, -97.14102442098837 32.68486226233308, -97.14043655820403 32.686196961863104, -97.13969680686074 32.687476502650554, -97.13881228630666 32.68868855938794, -97.13779151140855 32.68982145632758, -97.13664431068545 32.69086427983961, -97.13538173173555 32.69180698363998, -97.13401593486397 32.692640485669166, -97.13256007593476 32.69335675568453, -97.13102817957693 32.69394889271757, -97.1294350039694 32.69441119164522, -97.12779589851243 32.69473919823015, -97.12612665576441 32.69492975209623, -97.12444335907877 32.69498101722209, -97.12276222741896 32.69489249965676, -97.12109945885744 32.69466505228619, -97.11947107427729 32.69430086660336, -97.11789276279346 32.69380345156283, -97.11637973039353 32.69317759972407, -97.11494655326558 32.69242934101291, -97.11360703723484 32.69156588454871, -97.11237408466971 32.69059554910235, -97.11125957014447 32.689527682858255, -97.11027422605883 32.6883725732586, -97.10942753931718 32.687141347802616, -97.1087276600605 32.685845866761, -97.10818132332675 32.684498608843874, -97.10779378438812 32.68311255092705, -97.10756876838 32.681701042999094, -97.10750843469818 32.68027767953621))",1,32.68046886404217,-97.12466805751504
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14995.852007473282,"POLYGON ((-97.10753391444722 32.680001779280765, -97.10763883551135 32.67858026825071, -97.10790799324356 32.6771742991745, -97.10833878799957 32.67579741125232, -97.10892706411397 32.674462863020246, -97.10966715018573 32.67318350472659, -97.11055191392646 32.67197165466083, -97.1115728310348 32.67083898062275, -97.11272006742605 32.66979638766971, -97.11398257402007 32.668853913218456, -97.11534819317168 32.66802063050689, -97.1168037757175 32.667304561341005, -97.11833530751368 32.666712598962015, -97.11992804424932 32.666250441771815, -97.12156665324352 32.6659225385513, -97.12323536086738 32.665732045694526, -97.12491810418118 32.665680796868514, -97.12659868533628 32.66576928538776, -97.12826092726623 32.66599665947276, -97.12988882917928 32.6663607304371, -97.13146672036653 32.66685799372538, -97.13297941085511 32.667483662600674, -97.13441233746624 32.66823171415975, -97.13575170387995 32.669094947235784, -97.13698461336485 32.67006505163497, -97.13809919289992 32.67113268804505, -97.1390847074963 32.67228757785, -97.13993166361834 32.67351860199189, -97.14063190070736 32.6748139079318, -97.14117866992214 32.67616102368509, -97.14156669933276 32.67754697783649, -97.14179224493193 32.67895842438329, -97.14185312696355 32.68038177120737, -97.14174875120798 32.68180331094059, -97.14148011500804 32.68320935296516, -97.14104979796579 32.68458635527749, -97.14046193738841 32.68592105494558, -97.13972218870809 32.687200595901544, -97.13883767124742 32.68841265283626, -97.13781689984334 32.689545550000105, -97.13666970298125 32.690588373761074, -97.13540712822221 32.691531077832686, -97.13404133583091 32.692364580152784, -97.13258548162824 32.693080850475965, -97.13105359019771 32.69367298783066, -97.1294604196707 32.694135287090745, -97.12782131939852 32.69446329401569, -97.1261520818896 32.694653848226096, -97.12446879044684 32.6947051136972, -97.12278766398316 32.69461659647478, -97.12112490052094 32.69438914944142, -97.11949652089406 32.69402496408691, -97.11791821416979 32.69352754936263, -97.11640518628981 32.692901697825015, -97.11497201339863 32.69215343939698, -97.11363250128068 32.69128998319521, -97.11239955226665 32.69031964798805, -97.11128504089663 32.68925178195767, -97.11029969953998 32.68809667254415, -97.10945301507476 32.68686544724497, -97.10875313762011 32.68556996632934, -97.10820680219669 32.684222708506155, -97.10781926406405 32.68283665065037, -97.1075942483499 32.68142514274991, -97.10753391444722 32.680001779280765))",1,32.68019296026388,-97.12469348400255
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51857.878666702876,"POLYGON ((-97.10732074732381 32.68123468678431, -97.10742567325453 32.67981317601695, -97.10769483809494 32.6784072074836, -97.10812564213211 32.67703032037928, -97.10871392961108 32.67569577323217, -97.10945402902121 32.67441641628016, -97.11033880794555 32.67320456779984, -97.11135974193648 32.67207189557582, -97.11250699674665 32.67102930464802, -97.11376952311853 32.67008683241378, -97.11513516321656 32.66925355208966, -97.11659076767576 32.668537485458785, -97.1181223221413 32.66794552573797, -97.11971508208423 32.667483371303625, -97.12135371460025 32.66715547091006, -97.12302244583418 32.66696498092424, -97.12470521261916 32.666913734985535, -97.12638581688071 32.66700222638067, -97.12804808133006 32.66722960330241, -97.12967600495885 32.66759367703705, -97.13125391684912 32.668090943002454, -97.13276662682881 32.66871661443594, -97.13419957153155 32.669464668409546, -97.1355389544632 32.67032790373313, -97.1367718787333 32.67129801019123, -97.13788647117848 32.67236564845168, -97.13887199668541 32.67352053988056, -97.13971896161335 32.67475156540424, -97.14041920531861 32.67604687247043, -97.14096597889612 32.677393989083576, -97.14135401037372 32.678779943820054, -97.14157955572405 32.68019139067155, -97.14164043519315 32.68161473751692, -97.14153605458586 32.68303627698782, -97.14126741129148 32.68444231846895, -97.14083708498023 32.68581931996202, -97.14024921304836 32.68715401854291, -97.13950945103727 32.688433558154195, -97.13862491839782 32.68964561349983, -97.13760413011308 32.690778508845476, -97.13645691483096 32.69182133057675, -97.13519432028993 32.69276403242672, -97.13382850694529 32.69359753235477, -97.13237263081979 32.69431380013855, -97.1308407167082 32.69490593483103, -97.12924752296053 32.69536823133177, -97.12760839915188 32.69569623542683, -97.12593913801759 32.69588678676418, -97.12425582308826 32.6959380493467, -97.12257467350328 32.69584952924804, -97.12091188750786 32.695622079378474, -97.11928348615314 32.69525789125512, -97.11770515871576 32.694760473855936, -97.11619211133704 32.69413461976316, -97.11475892034942 32.69338635892425, -97.11341939171163 32.69252290047903, -97.11218642791351 32.691552563217435, -97.11107190363751 32.69048469534126, -97.1100865513772 32.689329584308446, -97.1092398581156 32.688098357631894, -97.10853997405636 32.686802875594026, -97.10799363428362 32.68545561691453, -97.1076060940986 32.68406955847649, -97.1073810786486 32.68265805027348, -97.10732074732381 32.68123468678431))",1,32.681425897096254,-97.12448055455158
,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29623.89002057189,"POLYGON ((-97.10742970402724 32.680752075791574, -97.10753462764472 32.67933056489975, -97.10780378929894 32.67792459609854, -97.10823458930767 32.6765477085855, -97.10882287195483 32.67521316089281, -97.10956296577636 32.67393380326352, -97.1104477384092 32.67272195398081, -97.1114686654663 32.671589280836926, -97.11261591276713 32.670546688880684, -97.11387843112647 32.669604215519236, -97.11524406278588 32.66877093398003, -97.11669965846158 32.66805486605784, -97.11823120388334 32.66746290498188, -97.11982395460917 32.66700074914159, -97.12146257782352 32.666672847304866, -97.12313129976067 32.6664823558525, -97.12481405734322 32.666431108437926, -97.1264946525852 32.666519598362136, -97.12815690828465 32.66674697383207, -97.12978482351737 32.667111046147944, -97.13136272744623 32.667608310741336, -97.13287542997577 32.66823398086275, -97.13430836781134 32.66898203359697, -97.13564774452487 32.669845267765695, -97.13688066328582 32.67081537316468, -97.13799525098386 32.67188301047192, -97.13898077255145 32.673037901062784, -97.13982773438576 32.67426892587168, -97.14052797587303 32.67556423235325, -97.14107474812954 32.676911348517585, -97.14146277919599 32.67829730294539, -97.14168832504903 32.67970874963139, -97.14174920592995 32.68113209645599, -97.1416448276301 32.6825536360511, -97.14137618751663 32.683959677800196, -97.1409458652292 32.68533667970244, -97.14035799812535 32.686671378829715, -97.1396182417001 32.68795091911938, -97.1387337153505 32.689162975268815, -97.13771293399907 32.69029587153589, -97.13656572622699 32.69133869429738, -97.1353031397004 32.69228139727636, -97.13393733479734 32.69311489842134, -97.13248146745926 32.693831167498196, -97.13094956239624 32.69442330354747, -97.12935637787105 32.694885601455574, -97.12771726336995 32.6952136069951, -97.12604801153847 32.69540415979993, -97.12436470581764 32.69545542385892, -97.122683565258 32.69536690523141, -97.1210207880178 32.69513945681359, -97.11939239506374 32.6947752701085, -97.11781407559155 32.69427785408054, -97.11630103566576 32.6936520012987, -97.11486785154698 32.69290374169783, -97.11352832912779 32.69204028440589, -97.11229537083811 32.691069948201665, -97.11118085130737 32.690002081276866, -97.11019550298344 32.68884697108026, -97.1093488128115 32.68761574511668, -97.10864893096553 32.6863202636618, -97.10810259250836 32.68497300542964, -97.10771505272865 32.68358694729903, -97.1074900367699 32.68217543926059, -97.10742970402724 32.680752075791574))",1,32.68094327112789,-97.124589418336
